ANO,MES,PODER,UO,UG,FONTE_MAE,NATUREZA3,VALOR_EMPENHADO
2024,5,EXE,24037,540037,500,333000000,0.0
2024,5,EXE,20020,510020,541,333000000,38016.0
2024,5,EXE,19034,540034,500,333000000,1708.56
2024,5,EXE,24547,540547,500,333000000,12235.0
2024,5,EXE,23542,530542,501,333000000,362.25
2024,5,EXE,34051,340051,500,333000000,0.0
2024,5,EXE,11504,410504,501,333000000,1587.0
2024,5,EXE,27524,510524,500,333000000,0.0
2024,5,EXE,19033,540033,500,333000000,1286.73
2024,5,EXE,16537,520537,700,333000000,811.52
2024,5,EXE,19035,540035,500,333000000,898.32
2024,5,EXE,27524,510556,500,333000000,4262.9
2024,5,JUD,2561,20561,759,333000000,528.0
2024,5,EXE,19034,540034,500,333000000,33350.0
2024,5,EXE,23032,530032,500,333000000,86.25
2024,5,EXE,23542,530542,501,333000000,414.0
2024,5,EXE,24573,540573,500,333000000,1207.5
2024,5,EXE,23542,530542,501,333000000,2000.0
2024,5,EXE,18520,510520,500,333000000,168.0
2024,5,EXE,18520,510520,500,333000000,1412.0
2024,5,EXE,34051,340051,500,331000000,54881.06
2024,5,EXE,23543,510514,700,333000000,15250.0
2024,5,EXE,19036,540036,500,333000000,12511.2
2024,5,EXE,34051,340051,500,331000000,1859041.27
2024,5,EXE,29033,520033,500,333000000,4042.44
2024,5,EXE,15024,510024,500,331000000,622.65
2024,5,EXE,23542,530542,501,333000000,2000.0
2024,5,EXE,27556,510556,500,331000000,24341.54
2024,5,EXE,27524,510524,600,333000000,0.0
2024,5,EXE,37001,510514,500,333000000,4000.0
2024,5,EXE,23543,530543,709,333000000,1262.9
2024,5,JUD,2003,20003,500,333000000,202.13
2024,5,EXE,19047,190047,500,331000000,12749.16
2024,5,EXE,19047,190047,500,331000000,64185.86
2024,5,EXE,27524,510524,600,333000000,60.38
2024,5,EXE,19035,540035,500,333000000,138.0
2024,5,EXE,19035,540035,500,333000000,69.0
2024,5,EXE,27524,510556,500,333000000,22200.0
2024,5,EXE,27524,510524,749,344000000,0.0
2024,5,EXE,29033,520033,500,333000000,1309.45
2024,5,EXE,23542,530542,501,333000000,5100.0
2024,5,EXE,27524,510556,500,333000000,0.0
2024,5,EXE,11006,110006,500,333000000,4000.0
2024,5,EXE,11006,110006,500,333000000,5000.0
2024,5,EXE,27524,510524,500,333000000,0.0
2024,5,EXE,23543,530543,709,333000000,69.0
2024,5,JUD,2003,20003,500,333000000,4848.02
2024,5,EXE,27524,510556,500,333000000,10759.4
2024,5,EXE,23542,530542,501,333000000,0.0
2024,5,EXE,27524,510556,500,333000000,8000.0
2024,6,EXE,19035,540035,500,333000000,529.36
2024,6,EXE,11011,110011,500,333000000,6399.96
2024,6,EXE,20516,510516,500,333000000,17000.0
2024,6,EXE,27524,510524,500,333000000,1500000.0
2024,6,EXE,27524,510524,500,333000000,1500000.0
2024,6,EXE,26031,530031,500,333000000,0.0
2024,5,EXE,13571,130571,500,331000000,1650232.68
2024,5,EXE,13571,130571,500,331000000,24192.4
2024,6,EXE,19512,410512,752,333000000,0.0
2024,6,EXE,19563,190563,713,333000000,19669.84
2024,6,EXE,19035,540035,500,333000000,345.0
2024,6,EXE,27524,510524,500,333000000,60.38
2024,6,EXE,19035,540035,500,333000000,0.0
2024,6,EXE,17010,110010,500,333000000,23900.0
2024,6,EXE,19033,540033,500,333000000,0.0
2024,6,EXE,23032,410506,500,333000000,13927.8
2024,6,EXE,35032,350032,500,333000000,41433.13
2024,5,EXE,35538,530538,752,333000000,1586.52
2024,6,EXE,18021,510021,500,333000000,6306.7
2024,6,EXE,27524,510524,600,333000000,120.76
2024,6,EXE,11504,410504,501,333000000,258.75
2024,6,EXE,27524,510524,600,333000000,60.38
2024,6,EXE,23542,530542,501,333000000,4200.0
2024,6,EXE,27524,510524,600,333000000,16339.2
2024,6,EXE,23542,530542,501,333000000,362.25
2024,6,EXE,27524,510524,500,333000000,60.38
2024,6,LEG,1002,10002,500,333000000,0.0
2024,6,EXE,35032,350032,500,333000000,1104.0
2024,6,EXE,35032,350032,500,333000000,1104.0
2024,6,EXE,30041,300041,500,333000000,34782.5
2024,6,EXE,20020,510020,540,331000000,138140.42
2024,6,EXE,27524,510524,600,333000000,0.0
2024,5,EXE,27524,130571,605,331000000,5730.94
2024,6,EXE,23542,530542,501,333000000,120.75
2024,6,EXE,27524,510556,602,333000000,361.0
2024,6,EXE,27524,510556,500,333000000,1836.0
2024,6,MPE,3004,30004,500,333000000,0.0
2024,6,EXE,18021,510021,500,331000000,254.53
2024,6,EXE,18021,510021,500,333000000,2652.4
2024,6,EXE,14541,530541,500,331000000,1773.17
2024,6,EXE,21018,410018,500,331000000,574287.94
2024,6,EXE,20516,510516,500,331000000,43336.79
2024,6,EXE,19033,540033,500,331000000,163616.59
2024,6,EXE,23542,530542,501,333000000,60.38
2024,6,EXE,23542,530542,501,333000000,0.0
2024,6,EXE,11504,410504,501,333000000,5000.0
2024,6,EXE,23542,530542,501,333000000,138.0
2024,6,EXE,21018,410018,500,333000000,2841.52
2024,6,EXE,21018,410018,500,333000000,140000.0
2024,6,EXE,21018,410506,500,333000000,0.0
2024,6,EXE,27524,510556,500,333000000,4621.86
2024,6,EXE,27524,510556,600,333000000,659361.96
2024,6,EXE,21018,410018,500,333000000,120000.0
2024,6,JUD,2003,20003,500,333000000,606.39
2024,6,EXE,91997,910997,500,333000000,0.0
2024,6,LEG,1002,10002,500,333000000,0.0
2024,6,EXE,19049,190049,500,333000000,3352.55
2024,6,EXE,27524,510524,500,333000000,480000.0
2024,6,EXE,15024,510024,500,331000000,237773.79
2024,6,EXE,20020,510020,500,333000000,414.0
2024,6,EXE,20020,510020,500,331000000,18693038.86
2024,6,EXE,23543,530543,709,333000000,38673.53
2024,6,MPE,3004,30004,500,333000000,69.83
2024,6,JUD,2003,20003,500,333000000,1212.79
2024,6,EXE,16514,510514,700,333000000,1536.6
2024,6,EXE,13548,410548,500,333000000,3325.2
2024,6,EXE,23542,530542,501,333000000,1411.64
2024,6,EXE,27524,510556,500,333000000,7000.0
2024,6,EXE,35032,350032,754,344000000,0.0
2024,6,EXE,30041,300041,500,333000000,5955.44
2024,6,EXE,27556,510556,500,331000000,13473.82
2024,6,EXE,26031,530031,500,333000000,5589.0
2024,6,EXE,27556,510556,500,333000000,93780.74
2024,6,EXE,11011,110011,500,333000000,135388.02
2024,6,EXE,19036,540036,500,333000000,1366.54
2024,6,EXE,19035,540035,500,333000000,628.91
2024,6,EXE,14030,520030,500,333000000,120.76
2024,6,EXE,13017,410017,500,333000000,132171.76
2024,6,EXE,34051,340051,500,333000000,0.0
2024,6,JUD,2501,20501,760,333000000,54732.7
2024,6,EXE,27524,510524,500,333000000,-876878.4
2024,6,EXE,15024,510024,500,333000000,13212.65
2024,6,EXE,29032,520032,500,333000000,0.0
2024,6,EXE,14555,520555,500,333000000,11275.4
2024,6,EXE,19512,410512,501,333000000,1873.26
2024,6,JUD,2501,20501,760,333000000,0.0
2024,6,EXE,34051,340051,500,333000000,-24146.05
2024,6,EXE,18021,510021,500,333000000,40000.0
2024,6,EXE,37001,370001,500,333000000,69.0
2024,6,EXE,13510,410510,500,331000000,17577.86
2024,6,EXE,19035,540035,500,333000000,52.36
2024,6,EXE,23032,530032,500,331000000,78399.8
2024,6,EXE,19512,410512,752,333000000,1380.0
2024,6,EXE,21018,410018,500,333000000,0.0
2024,6,EXE,27524,510524,500,333000000,691060.0
2024,6,LEG,1500,10500,759,333000000,2677.15
2024,6,EXE,19036,540036,500,333000000,9530.84
2024,6,EXE,19512,410512,501,333000000,1630.26
2024,6,EXE,19034,540034,500,331000000,31051.72
2024,6,EXE,19034,540034,500,331000000,5029.83
2024,6,EXE,91997,910997,500,333000000,0.0
2024,6,EXE,19512,410512,501,333000000,1630.26
2024,6,EXE,27524,510524,500,333000000,139731.0
2024,6,EXE,11011,110011,500,333000000,13005.0
2024,6,EXE,24037,540037,500,331000000,1876.64
2024,6,EXE,29032,520032,500,331000000,296883.07
2024,6,EXE,29032,520032,500,331000000,2440.66
2024,5,EXE,38001,380001,500,331000000,1695.03
2024,6,EXE,20020,510020,500,333000000,207.0
2024,6,EXE,23542,530542,501,333000000,1242.0
2024,6,EXE,19512,410512,501,333000000,0.0
2024,6,EXE,14555,520555,501,333000000,4460.0
2024,6,EXE,21018,410018,500,333000000,44000.0
2024,6,EXE,11011,110011,500,333000000,1373.1
2024,6,EXE,23542,530542,501,333000000,20672.81
2024,6,EXE,19034,540034,500,333000000,75629.75
2024,6,EXE,19033,540033,500,333000000,520.0
2024,6,EXE,24038,540038,500,333000000,120.76
2024,6,EXE,28027,520027,500,333000000,273518.0
2024,6,EXE,27524,510524,500,333000000,19153.94
2024,6,EXE,19512,410512,752,333000000,552.0
2024,6,EXE,24038,540038,500,333000000,1115.61
2024,6,EXE,27524,510524,749,344000000,120.0
2024,6,EXE,13511,410511,500,333000000,882.28
2024,6,EXE,13017,410017,500,333000000,714437.05
2024,6,EXE,19035,540035,500,333000000,69.0
2024,6,EXE,20516,510516,500,333000000,10000.0
2024,6,EXE,29032,520032,500,333000000,336991.9
2024,6,EXE,14566,140566,500,333000000,1643.15
2024,6,EXE,19033,540033,500,333000000,233.33
2024,6,EXE,20020,510020,500,333000000,37968.0
2024,6,JUD,2501,20501,759,344000000,9528.0
2024,6,EXE,27524,510556,600,333000000,1954.59
2024,6,EXE,19033,540033,500,333000000,2695.0
2024,6,EXE,20020,510020,541,333000000,23744.0
2024,6,EXE,11006,110006,500,333000000,19770.0
2024,6,EXE,20020,510020,500,333000000,1033.89
2024,6,EXE,15526,510526,500,333000000,345.0
2024,6,EXE,11504,410504,501,333000000,0.0
2024,6,EXE,19033,540033,500,333000000,133.33
2024,6,EXE,23542,530542,501,333000000,966.0
2024,6,EXE,19033,540033,500,333000000,0.0
2024,6,EXE,23542,530542,501,333000000,241.51
2024,6,JUD,2003,20003,500,333000000,2018.91
2024,6,EXE,23542,530542,501,333000000,422.64
2024,6,EXE,17517,510517,500,333000000,-122.5
2024,6,EXE,37001,370001,500,333000000,4510.16
2024,6,MPE,3004,30004,500,333000000,0.0
2024,6,EXE,27524,510556,600,333000000,7797.36
2024,6,EXE,30041,300041,500,333000000,28736.55
2024,6,EXE,27524,510556,600,333000000,0.0
2024,6,EXE,27556,510556,500,344000000,0.0
2024,6,EXE,15024,510024,500,333000000,219.9
2024,6,LEG,1001,10001,500,333000000,1150.0
2024,6,EXE,23542,530542,501,333000000,483.0
2024,6,EXE,27524,510556,600,333000000,0.0
2024,6,EXE,27524,510556,600,333000000,0.0
2024,6,EXE,14555,520555,500,333000000,69.0
2024,6,EXE,11009,110009,500,333000000,23979.78
2024,6,EXE,16026,520026,500,333000000,9526.96
2024,6,EXE,27524,510524,500,333000000,69.0
2024,6,EXE,35538,530538,500,344000000,6041629.11
2024,6,EXE,19036,540036,500,333000000,2262.38
2024,6,EXE,27524,510556,500,333000000,6000.0
2024,6,EXE,13017,410017,500,333000000,3502.97
2024,6,EXE,19035,540035,500,333000000,69.0
2024,6,EXE,23542,530542,501,333000000,483.0
2024,6,EXE,38001,380001,500,333000000,517.5
2024,6,EXE,27524,510556,500,333000000,4756.5
2024,6,EXE,11011,110011,500,333000000,184.0
2024,6,JUD,2501,20501,759,333000000,691372.76
2024,6,EXE,11504,410504,501,333000000,33616.32
2024,6,EXE,35538,530538,752,333000000,0.0
2024,6,MPE,3004,30004,500,331000000,283100.69
2024,6,JUD,2003,20003,500,333000000,0.0
2024,6,EXE,11009,110009,500,333000000,-209.0
2024,6,EXE,24037,540037,500,333000000,802.07
2024,6,EXE,13511,410511,500,333000000,181.13
2024,6,EXE,27524,510023,500,331000000,9438.84
2024,6,EXE,27524,510023,500,331000000,1966836.62
2024,6,EXE,23542,530542,501,333000000,13500.0
2024,6,EXE,11009,110009,500,331000000,6094.48
2024,6,EXE,19512,410512,501,331000000,1859.66
2024,6,EXE,34051,340051,500,331000000,443085.44
2024,6,EXE,19047,190047,500,333000000,60.38
2024,6,EXE,14030,520030,500,333000000,86.25
2024,6,JUD,2003,20003,500,331000000,995502.66
2024,6,EXE,16026,510514,500,333000000,24000.0
2024,6,EXE,23542,530542,501,333000000,2000.0
2024,6,EXE,27524,510524,500,333000000,82232.0
2024,6,EXE,27524,510524,600,333000000,60.38
2024,6,EXE,16514,510514,500,333000000,591.6
2024,6,EXE,14030,520030,700,333000000,9549.38
2024,6,EXE,27524,510524,500,333000000,10560.0
2024,6,EXE,27556,510556,500,331000000,1730.57
2024,6,EXE,19033,540033,500,333000000,100.0
2024,6,EXE,16506,410506,500,333000000,313960.61
2024,6,EXE,19512,410512,501,333000000,10770.0
2024,6,EXE,27524,510556,500,333000000,32781.0
2024,6,EXE,17010,110010,500,333000000,0.0
2024,6,EXE,11504,410504,501,333000000,300.0
2024,6,EXE,91997,910997,500,332000000,0.0
2024,6,EXE,23543,530543,709,333000000,2841.12
2024,7,EXE,13548,410548,500,333000000,2709.09
2024,7,EXE,23542,530542,501,333000000,-1575.0
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,27556,510556,500,333000000,0.0
2024,7,EXE,15526,510526,500,333000000,2526.53
2024,7,EXE,29031,520031,500,333000000,0.0
2024,7,EXE,23542,530542,501,333000000,1207.5
2024,7,EXE,23542,530542,501,333000000,664.14
2024,7,EXE,27524,510556,600,333000000,6622.0
2024,7,EXE,27524,510524,600,333000000,0.0
2024,7,EXE,27524,510524,749,344000000,0.0
2024,7,EXE,14555,520555,500,344000000,4317.66
2024,7,EXE,35032,350032,754,344000000,1599382.42
2024,7,EXE,15526,510526,660,333000000,401.98
2024,7,EXE,27524,510556,500,333000000,7320.0
2024,7,EXE,19035,540035,500,333000000,4260.41
2024,7,EXE,23542,530542,501,333000000,241.51
2024,7,EXE,27524,510556,500,333000000,2225.4
2024,7,JUD,2501,20501,760,333000000,0.0
2024,7,EXE,27524,510524,600,333000000,14700.0
2024,7,EXE,23542,530542,501,333000000,362.28
2024,7,EXE,19033,540033,500,333000000,14494.42
2024,7,EXE,11564,110564,500,344000000,0.0
2024,7,EXE,20020,510020,500,333000000,0.0
2024,7,JUD,2003,20003,500,331000000,720535.12
2024,7,EXE,24037,540037,500,333000000,0.0
2024,7,EXE,27524,510556,500,333000000,9246.0
2024,7,EXE,11006,110006,500,333000000,250000.0
2024,7,EXE,19512,410512,501,333000000,0.0
2024,7,EXE,24038,540038,500,333000000,345.0
2024,7,EXE,17010,110010,500,333000000,1081100.0
2024,7,EXE,34051,340051,500,333000000,0.0
2024,7,EXE,20020,510020,540,333000000,203389.33
2024,7,EXE,27524,510556,500,333000000,0.0
2024,7,EXE,11011,110011,500,333000000,0.0
2024,7,EXE,34051,340051,500,333000000,48090.03
2024,7,EXE,23542,530542,501,333000000,483.0
2024,7,EXE,28027,520027,500,333000000,0.0
2024,7,EXE,35538,530538,500,331000000,214408.1
2024,7,EXE,23032,530032,500,333000000,3692.42
2024,7,EXE,16026,520026,500,331000000,2972.28
2024,7,EXE,16026,520026,500,331000000,1395.44
2024,7,EXE,11008,110008,500,331000000,253656.08
2024,7,EXE,27524,510524,706,333000000,328750.0
2024,7,EXE,20516,510516,500,331000000,77653.04
2024,7,EXE,11009,110009,500,333000000,2974.96
2024,7,EXE,27524,510524,706,333000000,63064.34
2024,7,EXE,27556,510556,500,333000000,0.0
2024,7,EXE,19033,540033,500,331000000,34181.08
2024,7,EXE,27524,510524,706,333000000,16427.5
2024,7,MPE,3004,30004,500,333000000,0.0
2024,7,EXE,27524,510524,706,333000000,118.0
2024,7,MPE,3004,30004,500,333000000,5808.3
2024,7,EXE,14541,530541,500,333000000,1522.5
2024,7,EXE,13551,510551,501,333000000,668311.29
2024,7,EXE,19047,190047,500,333000000,0.0
2024,7,EXE,20020,510020,500,333000000,27588.68
2024,7,JUD,2003,20003,500,333000000,23696.52
2024,7,JUD,2003,20003,500,331000000,9939.71
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,14566,140566,500,333000000,0.0
2024,7,EXE,19047,190047,500,333000000,60.38
2024,7,MPE,3004,30004,500,333000000,190282.61
2024,7,EXE,11009,110009,500,333000000,19060.85
2024,7,EXE,17517,510517,500,333000000,0.0
2024,7,EXE,16026,520026,500,333000000,514082.49
2024,7,EXE,17517,510517,500,333000000,1900.0
2024,7,EXE,19034,540034,500,333000000,0.0
2024,7,EXE,23543,530543,709,333000000,0.0
2024,7,EXE,27524,510524,500,333000000,60.38
2024,7,EXE,29031,520031,500,333000000,414.0
2024,7,EXE,23542,530542,501,333000000,2100.0
2024,6,EXE,21018,510514,500,333000000,17.5
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,23542,530542,501,333000000,845.26
2024,7,EXE,19035,540035,500,333000000,69.0
2024,7,EXE,19035,540035,500,333000000,742.74
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,19034,540034,500,333000000,320.0
2024,7,EXE,19035,540035,500,333000000,69.0
2024,6,EXE,19534,540534,803,331000000,7058341.11
2024,7,EXE,15526,510526,660,333000000,0.0
2024,7,EXE,30041,300041,761,333000000,31487.04
2024,7,EXE,27524,510524,500,333000000,123315.0
2024,7,EXE,18021,510021,500,333000000,966.0
2024,7,EXE,18021,510021,500,333000000,3077.48
2024,7,EXE,16514,510514,500,333000000,0.0
2024,7,EXE,19033,540033,500,333000000,166.66
2024,7,EXE,19035,540035,500,333000000,79139.03
2024,7,EXE,13551,510551,501,333000000,0.0
2024,7,EXE,11011,110011,500,333000000,2070.0
2024,7,EXE,11011,110011,500,333000000,1702.65
2024,7,EXE,14541,530541,500,333000000,18200.0
2024,7,EXE,20020,510020,500,333000000,680625.6
2024,7,EXE,23542,530542,501,333000000,1311.97
2024,7,EXE,19034,540034,500,333000000,13960.0
2024,7,EXE,24573,540573,500,333000000,0.0
2024,7,EXE,27524,510524,500,333000000,221000.0
2024,7,EXE,29032,520032,500,333000000,2500.0
2024,7,EXE,20020,510020,500,333000000,207.0
2024,7,EXE,26031,530031,500,333000000,543.37
2024,7,EXE,27524,510524,500,333000000,192837.0
2024,7,EXE,35032,350032,500,333000000,897.0
2024,7,EXE,19534,540534,500,331000000,897.87
2024,7,EXE,19534,540534,500,331000000,278254.58
2024,7,EXE,11011,110011,500,344000000,0.0
2024,7,EXE,27524,510524,500,333000000,135971.0
2024,7,EXE,26031,530031,500,333000000,1380.0
2024,7,EXE,27524,510524,600,333000000,0.0
2024,7,EXE,35032,350032,500,333000000,1036.0
2024,7,EXE,27524,510556,500,333000000,0.0
2024,7,EXE,14555,520555,500,333000000,8664.8
2024,7,EXE,18021,510021,500,331000000,254.53
2024,7,EXE,34051,340051,500,331000000,227583.93
2024,7,EXE,27556,510556,500,331000000,6612.3
2024,7,EXE,29032,520032,500,333000000,3087.98
2024,7,EXE,20020,510020,540,331000000,255846.67
2024,7,EXE,36021,360021,500,333000000,414.0
2024,7,EXE,20020,510020,541,333000000,862308.83
2024,7,EXE,13551,510551,501,333000000,357206.6
2024,7,EXE,11009,110009,500,333000000,14188.18
2024,7,EXE,20020,510020,500,333000000,88992.0
2024,7,EXE,13551,510551,500,333000000,300000.0
2024,7,EXE,19033,540033,500,333000000,125.0
2024,7,EXE,27556,510556,500,333000000,176.45
2024,7,EXE,23542,530542,501,333000000,390.0
2024,7,EXE,27524,510556,600,333000000,168946.67
2024,7,EXE,19512,410512,501,333000000,2116.09
2024,7,EXE,19047,190047,500,333000000,1000.0
2024,7,EXE,29033,520033,500,333000000,3200.0
2024,7,EXE,27524,510556,600,333000000,0.0
2024,7,EXE,20516,510516,500,333000000,3100.0
2024,7,EXE,13017,410017,500,333000000,207.0
2024,7,EXE,29538,520538,501,333000000,50294.95
2024,7,EXE,19036,540036,500,333000000,2262.38
2024,7,EXE,19512,410512,501,333000000,1841.59
2024,7,EXE,19033,540033,500,333000000,2470.27
2024,7,EXE,14541,530541,500,344000000,0.0
2024,7,EXE,14030,520030,500,333000000,0.0
2024,7,EXE,27524,510556,600,333000000,0.0
2024,7,EXE,18557,510557,500,333000000,4000.0
2024,7,EXE,16514,510514,500,331000000,0.0
2024,7,EXE,24573,540573,500,333000000,170145.92
2024,7,EXE,13551,510551,500,331000000,6778.6
2024,7,EXE,19033,540033,500,333000000,1147.22
2024,7,EXE,14566,140566,500,333000000,1412.0
2024,7,EXE,27524,510524,603,344000000,0.0
2024,7,EXE,27524,510524,600,333000000,0.0
2024,7,EXE,27524,510556,500,333000000,48977.37
2024,7,EXE,27524,510524,500,333000000,0.0
2024,7,EXE,11504,410506,501,333000000,8762.92
2024,7,EXE,19512,410512,501,333000000,150000.0
2024,7,EXE,27556,510556,500,333000000,207.0
2024,7,EXE,14555,520555,500,331000000,35768.56
2024,7,EXE,27524,510556,600,333000000,0.0
2024,7,EXE,11504,410504,500,333000000,120.75
2024,7,EXE,20020,510020,500,333000000,28288.0
2024,7,EXE,20020,510020,500,333000000,51072.0
2024,7,EXE,13511,410511,500,333000000,1796.64
2024,7,EXE,29033,520033,500,333000000,-2505.0
2024,7,EXE,21018,410018,500,333000000,77000.0
2024,7,JUD,2003,20003,500,333000000,600.0
2024,7,EXE,11011,110011,500,333000000,0.0
2024,7,EXE,19033,540033,500,333000000,100.0
2024,7,LEG,1001,10001,500,333000000,25052.24
2024,7,EXE,20020,510020,500,333000000,107168.0
2024,7,MPE,3004,30004,500,331000000,272583.64
2024,7,JUD,2003,20003,500,333000000,202.13
2024,7,LEG,1001,10001,500,333000000,39140.89
2024,7,JUD,2003,20003,500,333000000,202.13
2024,7,EXE,19035,540035,500,333000000,69.0
2024,7,EXE,20020,510020,500,344000000,0.0
2024,7,EXE,26031,410548,500,333000000,40559.73
2024,7,EXE,24037,540037,500,344000000,0.0
2024,7,EXE,27524,510524,500,333000000,11000.0
2024,7,EXE,19035,540035,500,333000000,207.0
2024,7,EXE,23542,530542,501,333000000,44304.0
2024,7,EXE,14555,520555,500,333000000,1235.19
2024,7,EXE,19033,540033,500,333000000,4200.0
2024,7,EXE,27524,510524,500,333000000,0.0
2024,7,EXE,34051,340051,500,333000000,18196.48
2024,7,EXE,27524,510524,500,333000000,60.38
2024,7,EXE,17517,510517,501,333000000,6408.0
2024,7,EXE,24547,540547,500,333000000,0.0
2024,7,EXE,14528,520528,500,333000000,49055.73
2024,7,EXE,16514,510514,500,333000000,1102.51
2024,7,EXE,11011,110011,500,333000000,141.88
2024,7,EXE,19035,540035,500,331000000,38337.41
2024,7,EXE,29033,520033,500,333000000,2730.0
2024,7,EXE,19033,540033,500,333000000,-11564.0
2024,7,JUD,2561,20561,759,333000000,1650.0
2024,7,EXE,16514,510514,500,333000000,24000.0
2024,7,EXE,27524,510556,602,333000000,0.0
2024,7,EXE,13571,130571,801,331000000,16253.05
2024,7,EXE,13571,130571,801,331000000,33990.82
2024,7,EXE,14566,140566,500,333000000,648.0
2024,7,EXE,11011,110011,500,333000000,0.0
2024,7,EXE,23542,530542,501,333000000,1500.0
2024,7,EXE,23542,530542,501,333000000,2100.0
2024,7,EXE,23542,530542,501,333000000,6560.0
2024,7,EXE,13569,130569,802,333000000,0.0
2024,7,EXE,30545,540545,759,333000000,0.0
2024,7,EXE,27524,510023,500,331000000,302.55
2024,7,EXE,91997,910997,500,346000000,0.0
2024,7,EXE,19033,540033,500,333000000,250.0
2024,7,EXE,23542,530542,501,333000000,1575.0
2024,7,EXE,27524,510556,500,333000000,0.0
2024,7,JUD,2003,20003,500,333000000,60.38
2024,8,EXE,21018,410018,500,331000000,944763.22
2024,8,EXE,35538,530538,752,333000000,1586.52
2024,8,EXE,27524,510556,600,333000000,0.0
2024,8,EXE,19047,190047,500,333000000,60.38
2024,8,EXE,21018,410018,500,333000000,0.0
2024,8,EXE,15526,510526,500,333000000,0.0
2024,8,EXE,19034,540034,500,333000000,7414.72
2024,8,EXE,27524,510524,600,333000000,0.0
2024,8,EXE,19035,540035,500,333000000,898.32
2024,8,EXE,19035,540035,500,333000000,874.35
2024,8,EXE,13017,410017,500,333000000,0.0
2024,8,EXE,20020,510020,500,333000000,0.0
2024,8,EXE,27524,510556,500,333000000,11400.0
2024,8,EXE,14555,520555,500,333000000,0.0
2024,8,EXE,27524,510556,600,333000000,0.0
2024,8,EXE,19033,540033,500,333000000,250.0
2024,8,EXE,27524,510556,500,333000000,1972.5
2024,8,EXE,27524,510524,500,333000000,0.0
2024,8,EXE,14030,520030,500,333000000,59.8
2024,8,EXE,37001,370001,500,331000000,2516.83
2024,8,EXE,14030,520030,500,331000000,0.0
2024,8,EXE,27524,510524,500,333000000,449.82
2024,8,EXE,35538,530538,500,331000000,3962.32
2024,8,EXE,21018,410018,500,331000000,202014.81
2024,8,EXE,27524,510023,500,331000000,0.0
2024,8,EXE,19047,190047,500,331000000,31427.32
2024,8,EXE,11009,110009,500,331000000,82153.06
2024,8,EXE,27524,510023,500,331000000,138390.04
2024,8,EXE,19036,540036,500,331000000,250990.48
2024,8,EXE,24573,540573,500,331000000,106576.36
2024,8,EXE,19036,540036,500,331000000,49651.46
2024,8,EXE,11504,410504,501,331000000,8519.53
2024,8,EXE,19035,540035,500,333000000,490.91
2024,8,EXE,19034,540034,500,333000000,99.64
2024,8,EXE,35538,530538,752,333000000,47610.0
2024,8,EXE,13569,130569,802,333000000,83000.0
2024,8,JUD,2501,20501,760,333000000,0.0
2024,8,MPE,3004,30004,500,333000000,180.0
2024,8,EXE,17010,110010,500,333000000,138.0
2024,8,EXE,13569,130569,802,331000000,353147.32
2024,8,MPE,3004,30004,500,333000000,180.0
2024,8,JUD,2003,20003,500,344000000,0.0
2024,7,EXE,13511,410511,759,333000000,0.0
2024,8,EXE,13017,410017,500,333000000,-119.61
2024,8,EXE,15024,510024,500,333000000,19768.0
2024,8,EXE,14555,520555,500,331000000,3184.6
2024,8,EXE,19047,190047,500,333000000,10636.61
2024,7,EXE,13569,130569,802,333000000,0.0
2024,8,EXE,11011,110011,500,333000000,13524.14
2024,8,EXE,11011,110011,500,333000000,57096.8
2024,8,EXE,20020,510020,500,333000000,1060.0
2024,8,EXE,19049,190049,500,333000000,3931.56
2024,8,EXE,14030,520030,500,333000000,350.3
2024,8,EXE,27524,510524,600,333000000,236.84
2024,8,EXE,14030,520030,500,333000000,69.0
2024,8,EXE,28027,520027,500,331000000,4427.53
2024,8,EXE,27556,510556,500,331000000,0.0
2024,8,JUD,2003,20003,500,333000000,808.52
2024,8,EXE,27556,510556,500,331000000,0.0
2024,8,EXE,34051,340051,500,333000000,33000.0
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,EXE,27524,510556,600,333000000,0.0
2024,8,EXE,27524,510524,600,333000000,34301.13
2024,8,EXE,17517,510517,500,333000000,4000.0
2024,8,EXE,14555,410548,500,333000000,120820.0
2024,8,EXE,34051,340051,500,333000000,4695.6
2024,8,EXE,20020,510020,500,333000000,11890.0
2024,8,EXE,19036,540036,500,333000000,0.0
2024,8,EXE,27524,510524,500,333000000,6000.0
2024,8,EXE,35032,350032,500,333000000,1035.0
2024,8,EXE,26031,410548,500,333000000,13519.91
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,EXE,35538,530538,500,344000000,0.0
2024,8,EXE,27524,510556,600,333000000,20735.8
2024,8,EXE,19512,410512,501,333000000,301.89
2024,7,EXE,27524,510556,602,333000000,-3312.31
2024,8,EXE,15526,510526,761,333000000,54000.0
2024,8,EXE,24037,540037,500,333000000,1411.64
2024,8,EXE,19049,190049,500,333000000,673.31
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,JUD,2501,20501,760,333000000,303983.4
